,tcre,zec50,zec100
2463,2.1776128457231216,-0.004164458139718441,-0.021027323529749342
2658,1.5667055383410675,-0.12775507723206236,-0.2109760753342167
4204,1.369444485213661,0.03833229312345465,0.10691423263109456
4743,1.9985469296729377,0.27309117827163965,0.4541236457224551
6941,1.700157277930594,0.05917075508247671,0.05656199874820911
7267,1.6293487309904124,-0.18504770946406035,-0.22343219768550782
9765,1.3394392812605824,-0.13335206993895898,-0.206264036877166
10917,1.8226942283654817,0.24970510305798577,0.40870927468243456
13465,1.8032947565166886,-0.14363606327789258,-0.22501126638716595
14044,1.4181928629959892,0.1744268703638816,0.32970754687528325
14590,1.7247712257959489,0.17372799828600183,0.2958077129424368
16587,1.9098265192434631,0.032607397782743464,0.13354855305484126
20262,1.6712906117036246,-0.12651848045514358,-0.13555064422038554
21563,1.285561357345058,0.0573579177816963,0.04502381132900246
23135,1.4219906050293176,-0.007096512837997171,0.018550283216490993
23549,1.2859234184892925,-0.05328719489037681,-0.06143137512864505
24153,1.9178961001505197,0.2458441804769378,0.2551383616301588
26929,1.5895433011318576,-0.1469503214425305,-0.19437414330183977
28750,1.3138365033186188,0.04019582933697019,0.12291703167264711
30135,1.4631991137373876,-0.2176027774766669,-0.2811258206582794
30235,1.8772634545980573,0.25939529913294157,0.38579903541801697
31449,1.596171778819454,0.15648054973810144,0.256865021455722
34115,1.666782987373779,0.01425115557372636,0.05040969482441682
34553,1.5549405651756747,-0.17108238403230303,-0.3077161748334969
35954,1.5456908178060216,0.15274106673867216,0.2679035902834672
37240,1.5095607982920474,-0.1367449476374769,-0.3026662376167617
37661,1.0863126269964398,-0.030663074251381373,-0.012950440203736147
39312,2.2690592990059617,0.3837801575516897,0.4628142209193391
46289,1.5916281844911822,0.17844756866790545,0.2822307369743209
47806,1.4890463016991424,0.01512321194918953,0.01917262476356485
49826,1.6700828801109635,0.305407997830335,0.5046562442344018
51028,1.4451721754723872,-0.21005105563834436,-0.2637679693410171
56941,1.7390224815035107,-0.1791632215648291,-0.23965441302031043
59310,1.2697270524271285,-0.05888666623581629,-0.0742825609788591
63193,1.5961148640219762,-0.18563102879252935,-0.23168126682324308
63655,1.5812676375409656,-0.08289696859987328,-0.19964104099482793
63687,1.6897191617132001,0.0022239487177631023,-0.1288174822054704
68623,1.73493804775202,-0.059978048629418135,-0.04813100582685492
69612,1.6515082114797475,0.29832843151131594,0.48405307661010366
78678,1.8316057381569244,0.0062341456672538875,0.010175599533111868
79166,1.4400940033842118,-0.1741704556644097,-0.24040954857501684
79234,1.3648233333975572,0.010699651753907302,0.017545922859866447
