,tcre,zec50,zec100,zec200,tr1000,tr0,tpw
1230,1.8162822815818107,-0.15380262773140196,-0.2600571735178794,-0.3812412142343502,-0.30866333394315437,-0.5789279528346246,-9
1715,1.1298079346303738,-0.092747250562488,-0.1225891611185288,-0.15607419049697435,-0.17532503992914594,-0.17471704840489005,-8
2658,2.4318790518759172,0.4208669535406613,0.5868071862246702,0.6303715806495789,0.7850606883545765,0.29100214644211647,19
3898,2.4858799095046065,0.6164885107329061,0.9280977855980961,1.1328090761064429,1.192432016695253,0.6708911913846263,26
5915,1.859944271490136,-0.09234902127880562,-0.11601058824465116,-0.12509264780083118,-0.15323599188683068,-0.19279736031596179,-4
6306,1.8522072951647837,-0.02482658212390998,0.0028180482740394197,0.08237219764434434,-0.029661190681061766,0.019089244161069954,0
6661,1.9322544900994771,0.15565725941185193,0.24581178376055246,0.25728508680559936,0.2958442182802712,0.09805318945296507,11
7996,2.1874606278205473,-0.12371057111650163,-0.20816235857208465,-0.3244490728921925,-0.24961888757471296,-0.39609789782119553,-7
8383,1.7293348699158129,0.027766310540402905,0.10397714128053903,0.23450494243731934,0.08540661687891093,0.15018961256052557,4
9214,1.3789489235500387,-0.07736869544425962,-0.09422240637639345,-0.11244300160999776,-0.14757843508095525,-0.19932096447451153,-5
9458,1.7404629567720058,0.09783889845879545,0.16024732524924445,0.27501977598570426,0.20885921327381696,0.13966585010147137,8
9680,1.320810136659677,-0.0641322817083112,-0.08013367485712664,-0.09479575701475107,-0.12171193628926802,-0.17965127754377358,-6
11811,1.6025853004971613,-0.15254757511000383,-0.22939481343466284,-0.31302198525377656,-0.2957880939420736,-0.4424280826346474,-12
12179,1.7004185350476613,-0.014913815376790263,-0.016604665430868915,-0.05510143187712302,-0.020901170591087537,-0.13816873137845698,-1
12349,2.10768390515738,0.11213144520888996,0.17129146634575942,0.17390060763549142,0.2169349719728202,-0.02069505710750988,7
13729,2.0047410643169976,0.024398160115401524,0.05766812500388063,0.1302146885971931,0.08697404335703451,0.04595026570896557,3
14515,1.1992486572733347,-0.08496235036136746,-0.11340486745973433,-0.14815406448947588,-0.15727489726958788,-0.20066815211987715,-7
14824,1.7699651083057852,0.2514066769897294,0.42070809725528946,0.5663001627608084,0.5121624370599487,0.4418203040805282,18
15186,1.3221226497441345,-0.06050801109570014,-0.06456090422256233,-0.08706651653226927,-0.10872667081858256,-0.13608430371221375,-5
16767,1.3894284987663212,-0.1586589441007069,-0.27721242508281785,-0.3932256050678091,-0.32695773879607115,-0.4392232985028963,-15
17371,1.0447337136201014,-0.0430158703066168,-0.06356210150303188,-0.10752226202818105,-0.07814198573678666,-0.1510315577519245,-5
17813,1.5442417086630045,-0.01559329170479029,-0.004514340030868258,0.0047641913651625956,-0.030504764495229875,-0.07963717871527876,0
19515,1.5257349044752235,-0.0603125506031712,-0.06464402072021791,-0.05109476553834713,-0.0953264115172403,-0.14258050253470617,-4
23544,1.7173074518787896,-0.018236217554153722,-0.05235402902622255,-0.13588999464569107,-0.07783095015690433,-0.28488799980717516,-1
23590,1.6419562791468933,-0.008456879136354623,-0.04150993073069542,-0.08733405430507868,-0.03588857692689662,-0.19141972266207197,0
25361,2.0948863278021164,-0.04423420263436961,-0.12978127586624177,-0.21948030927557927,-0.12075093971352802,-0.35152318616206857,-2
27136,1.2252556194252646,0.02114072401204936,0.023827775370705018,0.0010644705312177205,0.026476336154026336,-0.1234658309985515,3
