,tcre,zec50,zec100,zec200,tr1000,tr0,tpw
34553,1.4591648587529378,-0.14967835575714505,-0.26144783449116216,-0.40034775130562217,-0.2957479361444719,-0.46690354842654985,-12
35954,1.596375350999018,0.13867301013439381,0.2194144318039506,0.24445275126106125,0.2808481855541296,0.27040343428434943,12
37240,1.4360473576529904,-0.14665826766447965,-0.28170887735657413,-0.42196988049767836,-0.3087940638015587,-0.4991246109326156,-13
37661,1.0656173047671618,-0.009229231282819272,0.0014311768983037432,-0.008920342263392556,-0.014553223378519498,-0.06252117458626644,0
39312,2.403178386632334,0.25377510483535604,0.3276675715263484,0.45641254324054037,0.49383549189387566,0.29684173989918017,12
46289,1.6644896693071665,0.14139379818280462,0.2159248817569659,0.23401978512632726,0.27863620372785913,0.1449680182238393,11
47806,1.4872646728135572,0.007823251540770793,-0.0047529157226609,-0.08740553907931337,-0.005659352686641084,-0.18408425591285965,1
49826,1.7880753237612106,0.26126548351906975,0.41427105813156184,0.5159041919601208,0.5134649709503314,0.34715512305022816,17
51028,1.3310652412213193,-0.1305298440801208,-0.17229442799595107,-0.21957051330685018,-0.24306924823858833,-0.2699296935603004,-10
56941,1.6381037019986544,-0.11989659429659394,-0.1670485193028588,-0.2186402106620129,-0.23327004631644188,-0.24089200525693752,-7
59310,1.2266231824066214,-0.030225787633438195,-0.04796391579853454,-0.09642391847436604,-0.058730620936293665,-0.14511854758914522,-3
63193,1.4939952643238603,-0.11815665028138311,-0.15332880911207192,-0.18993236588040951,-0.22140283101678127,-0.19686913986365975,-7
63655,1.5290964525718893,-0.09708116089134577,-0.19466462195973833,-0.3213773919080185,-0.20858177949940226,-0.39305706407270496,-7
63687,1.6763470603400092,-0.059183928385209805,-0.16966173173340793,-0.31493536190878935,-0.14976587027479238,-0.4090363810555617,-4
68623,1.7022010376507388,-0.031541225421234165,-0.017421929490917476,0.02106177933888076,-0.058395209672291726,-0.08583051481813471,0
69612,1.7628867738890952,0.24899041477543293,0.39071960570576025,0.48316585447633353,0.4913944257795484,0.25923085547543306,17
78678,1.8139130182779795,0.005022318175409879,0.011219002114717602,0.006712552988516141,0.028126506270495177,-0.07008900162020214,1
79166,1.3448079668446686,-0.12371488026888855,-0.1756738037305441,-0.2365317745765141,-0.23110753736190048,-0.24688164938410603,-9
79234,1.3494096607358559,0.011360337499864759,0.008758137687083112,-0.048589471978351284,0.02397727512126835,-0.0698268934405945,2
80934,2.2929166655881907,0.10881456454818128,0.21096177722671694,0.35529910572729717,0.2378701222634385,0.17222983994550797,7
81281,1.5637888857361144,-0.013669722630331282,-0.018812609490896026,-0.012047464536361074,-0.035011021128912745,-0.14849965607971657,0
81697,1.1710021032973092,-0.033440367653665204,-0.02830714664032752,-0.0327384495998877,-0.054485631578718774,-0.09797635388335404,-3
85348,1.7510924113474338,0.012253918729327573,-0.04788410809937993,-0.16766363878785806,-0.020601081527667375,-0.3482177968032909,0
87918,1.440279536184649,0.0036420544660042964,0.01162233588613204,-0.026188875141549772,-0.01174461492464296,-0.1535618090861606,1
96688,1.1989161477630814,-0.020130590683920868,-0.017446764657530478,-0.04687976168893071,-0.045032444218581436,-0.16902316629470776,-1
99145,1.6623689249137523,-0.02245876289889437,0.009356781252152002,0.08983954421656648,-0.0247121373371868,-0.07569651581289019,0
100294,1.6901303590178272,-0.08849610224892523,-0.1615686414748938,-0.23494922867321555,-0.19292071212894357,-0.26325410019895584,-5
100722,0.9384291141706695,-0.03779896697652374,-0.04902652834053578,-0.08635091445021748,-0.07016864469884099,-0.11066853348529193,-4
102380,1.2901599116855855,0.06198628544989382,0.11512585682374255,0.1659663743248756,0.12220299835687731,0.06800346338986887,7
102490,1.5744576385784486,0.02818946078470219,0.09582376506079004,0.19093727683437312,0.0852043112584362,0.11274098664640975,4
105297,1.6862332516425806,-0.07658574811777719,-0.1472136352962199,-0.22315917703460775,-0.16052207835343424,-0.3675207633906345,-5
105639,1.7395090502976083,-0.06974610784167723,-0.10967713985295857,-0.15078272892799638,-0.13137778641200581,-0.2532686118106016,-4
109556,1.4520440341912706,-0.09524435972718548,-0.15044617844720864,-0.21731269919049678,-0.1860710076553862,-0.28070774156335915,-8
109909,1.1680187921991743,-0.04519690708443136,-0.056459607179152105,-0.08353293277987217,-0.08100764905289393,-0.11157949989390871,-4
109987,1.2464129718619488,0.04420955145799388,0.09573218908895686,0.13680032986533863,0.09655847021958475,0.04438388456209455,6
111132,1.2446664964356537,0.003869585213657656,-0.037308682054915554,-0.15634734841620346,-0.03174940585906749,-0.22774005411621723,-1
111466,2.0305406256511467,0.40241678306639317,0.5702933083312005,0.5752818182340205,0.7369986015179775,0.31929813018285286,22
113527,1.6339664032692052,-0.001963003253570461,0.01701965053469312,0.004014126372291704,-0.013928736028862021,-0.09959548599088806,1
113919,1.6328816697589947,0.06284013345603645,0.11884337352747054,0.1776847235461172,0.15014849634299088,0.08573450455058443,6
121941,1.432742782485199,-0.06768422651317563,-0.07671698616749079,-0.09708014197215076,-0.12029987782755036,-0.1918408946840513,-5
123138,1.6714760521551473,0.11774152724708231,0.22877405696301745,0.3678991845918962,0.24348590890154043,0.1957061210564866,10
123402,2.4139283239157203,0.34076197894279847,0.4664398828577463,0.4561836125901171,0.6487003187338045,0.29671905694926937,16
124282,1.1329691312667622,-0.08388240959677207,-0.11921062396469218,-0.16270348920562194,-0.1616913340852404,-0.23884775991672202,-7
124327,1.4337166133850596,0.11348272293773087,0.15808262719134647,0.12418282071819942,0.21614574857040125,0.057353829421220776,9
124387,1.8007655182273978,-0.04266404884360142,-0.07359217645639293,-0.11032125468571796,-0.07674527201305148,-0.2826113472290175,-3
127431,1.9190988399213054,-0.06734977539346398,-0.08054533890945104,-0.09568585709105326,-0.1098094480773113,-0.21796608816671248,-3
130622,1.9168244104994443,0.509876707112356,0.8194957597012653,1.0961249353262175,1.0258117264093944,0.8674325862458304,30
131241,1.4898051884529566,-0.04846944600417569,-0.05456173053515001,-0.05319039847964668,-0.07580713250853566,-0.06385067430159211,-2
132706,1.4916218944124917,0.006479986083536282,0.010858924838997641,-0.04208610613723773,0.006540865139899044,-0.15767291968242603,1
135289,1.3220218525010603,-0.07007718434093935,-0.09210212998734169,-0.12038568902056257,-0.1453334269990756,-0.1686681339368029,-5
138399,1.0496973611535299,-0.02990293679202405,-0.0247269470696172,-0.025017065113511983,-0.05436371631417747,-0.08759130199365928,-2
139657,1.4155024993127312,0.16577336247788055,0.2900686624142892,0.43449967146200885,0.35872352804925445,0.3537116179630622,15
141476,2.0226037472909604,0.24784529157775426,0.3694664819629634,0.4367357256166877,0.4712590203897431,0.2163183877473085,14
141730,1.4721441797320796,-0.15159661427851123,-0.22308916493971043,-0.31299339075606003,-0.28469658294640166,-0.42431556239836116,-12
144550,2.378750263605399,0.0881212548009449,0.19718347740461883,0.3925996696137073,0.23180155434213123,0.24674734586054994,6
146758,1.1640857490607885,0.01205154857539914,0.053778338023957595,0.09569672966543052,0.04376865594638191,0.08025063629908971,3
148848,1.2302846089671484,-0.039428746912699486,-0.05100989635211972,-0.07983356156570953,-0.08013016686268193,-0.1335807527859363,-3
150984,1.2394351835844908,-0.11961714232019016,-0.1598956345413256,-0.20523903369915453,-0.22307072445208775,-0.2572241639934271,-12
154492,1.2877769375165578,0.09848117156072878,0.2071520051955913,0.3647771692224633,0.2327973904027103,0.30971197627370584,12
156852,1.8177380597765356,-0.20163376388924847,-0.4101644369020916,-0.5802381174435123,-0.43978574390225056,-0.7201433667523123,-16
157776,1.8720971939317315,0.2737818290346088,0.4189687159380371,0.5016229978678683,0.5255720604205691,0.2828917331856369,17
159421,1.151753224985411,0.05800774091099803,0.1257238729234731,0.2033844610609572,0.12552251011585347,0.12498078685766567,8
160091,1.6286673746103144,0.04394780877889093,0.05804793855048351,0.06141478071915185,0.0900033281086825,-0.036075425981960785,4
160797,1.4365451274615755,-0.07120120400316776,-0.09132317606682272,-0.12389523926370671,-0.12469570678083053,-0.13018597233951845,-4
162260,1.2630797405763505,-0.04960791893059113,-0.08447360489495237,-0.14678670971876095,-0.11671439695074892,-0.2635009937509269,-6
162520,1.359160367424122,0.009715248752734995,-0.000515895674503497,-0.06583605608758325,0.0012729700379261466,-0.18122241341271864,1
162602,1.0010093342250723,0.0061374876777187115,0.007750865378595817,-0.03850746566916596,0.009111702146145317,-0.07141598998308288,1
164354,1.967316155660693,0.07067975605206644,0.13904026101662703,0.20800465002547774,0.16328445411467918,0.13624015696277791,6
165693,1.4569563516723447,-0.11669363829960622,-0.2093070854476735,-0.3251176268165825,-0.22682926694045036,-0.39136923647474575,-9
167517,1.4336445002835205,0.02834153199561995,0.04908243588008876,0.029494569420431382,0.060264051149290676,-0.059725085655258886,3
168436,1.5922131063967637,-0.15703205697010358,-0.23769288614566753,-0.33258005251766143,-0.29591200998508516,-0.3708755005710009,-13
169717,1.4573734322213636,0.07701803283399755,0.1305417670744946,0.14178675922001505,0.1361645915998495,-0.0064351151209513235,7
170492,1.2887831018845737,-0.048393364483581,-0.0656842982822674,-0.07276415643822576,-0.09489760300956496,-0.17816862993412236,-3
171171,1.4381912430114654,0.002917042988103802,-0.08215989771225485,-0.18871597899661086,-0.041945358824174495,-0.29726006537753047,0
172085,1.7922159036570058,0.011711599680423124,0.07621962653158088,0.18103616518641008,0.07402520161320991,0.20112525695590927,3
172205,1.3633389115811956,-0.057338649449167,-0.08692143445545608,-0.13170479146337977,-0.11270207887671146,-0.1848808856279534,-4
175334,1.2568966950264946,0.08089501183480396,0.11326360157153048,0.09813387984007016,0.14758692716115895,0.032549945852619735,8
175931,1.327354839956897,-0.09202882008558766,-0.11809792910285122,-0.16180420716487465,-0.16460258994187815,-0.18013753521177375,-7
179391,1.917560759391094,0.07617361845272264,0.07014429849605097,0.04990369333185973,0.13384198157585203,-0.08987055023497868,5
182388,2.245772162540758,0.4780902885017819,0.7634284381444987,0.986175836793215,0.9590649470844186,0.8988360131369151,27
182741,1.4234059132101433,-0.07636566634724784,-0.1291455980611267,-0.18080023584578386,-0.15246060155726582,-0.24353040855852384,-5
183538,1.1435055081269203,0.07870432978947695,0.10870786154092382,0.09764740226508506,0.1383590502521166,-0.01627785551817476,8
183709,1.9081052715415567,0.1488374582081482,0.2873904779214027,0.48447240247833223,0.3369717777154859,0.3931376843854497,11
183951,1.151507166272212,-0.07106031761491605,-0.08474192694674842,-0.10906442436290131,-0.12746275186232991,-0.13780357242176877,-6
184869,1.3447369317167088,-0.0934027364433272,-0.1638816175630149,-0.2466337191756076,-0.18629028760139454,-0.3170144998908073,-9
186017,1.5826884192981685,-0.003747855262870692,0.027788123030303646,0.08625466764888601,-0.003660942562820013,-0.005155442646885444,2
186442,1.9075529742594413,0.053443972311665755,0.05477907956401884,0.05640874890140002,0.09159028487532228,-0.07261732388926959,3
186701,1.254891544370801,-0.08204564552787019,-0.10137497934967366,-0.12548287098425592,-0.14593690636120216,-0.1397647944035469,-6
194627,2.073138758718359,0.04479687637276131,-0.04959923186427684,-0.16284945684355812,0.042449628707338594,-0.3147185694829273,2
195121,2.077017874233626,0.18613503782653318,0.17298530085297292,0.15556038569192676,0.3065764132881492,-0.1183007688363013,9
196263,1.7032652517145963,0.15700899318423067,0.28288662611660076,0.4172950857122477,0.344939155495557,0.3961411984008383,12
205709,1.4608472459569406,-0.040355690111556264,-0.04656323055663436,-0.06688738734747646,-0.058829161457935486,-0.12372115911828906,-3
208589,1.6133466656726263,0.07756743257541698,0.16008185693800314,0.24432953643775934,0.1747542885197113,0.20510506907767878,7
210099,2.1227421351479387,0.1902168018412187,0.33966490586320663,0.5496627249054424,0.4173713432698585,0.3961058025161842,12
210105,1.6190706932013397,0.03517434398754493,0.07094017610515846,0.1097141819340881,0.07292891382613043,-0.0012512161023147256,4
210593,1.7948306117423019,0.2505643828581512,0.3369690151209306,0.3078901093086821,0.4483035457888662,0.131622373228887,15
212935,1.9811307651848753,0.12182246382577944,0.21427829512589947,0.2910032285659603,0.23918164335916092,0.11044035876839045,8
214614,1.2449435962599416,-0.11906085510656417,-0.1647621284798546,-0.22284124492002322,-0.2259889331410967,-0.25336527525047303,-10
216309,1.8366467447086077,0.21842501998073516,0.35124638906940486,0.4651205528420981,0.43858798821323175,0.3199142494930548,15
217897,1.1606589303642632,-0.03369558676927675,-0.04434842216087631,-0.06230011543807534,-0.06060214532333186,-0.09612978888343915,-2
218174,1.623172992691892,-0.023515454352307064,-0.029781108914217036,-0.005397593580276805,-0.04690404027285977,-0.1064599844447786,0
218921,2.0686486998785107,-0.0900628246570212,-0.1617390663291456,-0.2820079469049963,-0.16608969615492963,-0.4097694969350665,-5
220011,2.1798841198198913,0.20498551671050746,0.29093500354595125,0.2510354723148529,0.36453400058750507,0.013345968282898135,12
223503,1.2706305928724544,-0.1293331101715629,-0.20349661881029002,-0.2904429886418134,-0.2619340881904373,-0.4274841029309827,-11
226262,1.8015486333311461,-0.0841796942307349,-0.11782268221920811,-0.17542074997847168,-0.16047515148698377,-0.20027744741749515,-4
228508,1.5773918371311415,-0.08026045506953805,-0.11647610733718783,-0.17587367555649225,-0.1434827937721721,-0.2721144164419769,-5
228570,1.7861352218643312,0.13278852468656321,0.27772844241553507,0.49529748272944696,0.301435076775741,0.36799533113336313,11
228963,2.0310414156883647,-0.1446412805502415,-0.27765429631690663,-0.4456813081537787,-0.29186621312508865,-0.50937618110179,-8
229402,1.2894505361304853,0.09241313063595746,0.14042025361424204,0.14967603945554564,0.16829359914869113,0.02943603997782407,9
231858,1.7747925875466861,-0.055683117816725636,-0.06905010333275685,-0.09337615042689995,-0.09252871305387744,-0.18594317800323076,-3
233246,1.5433510928800045,0.0025011750364309915,0.003976639547088379,-0.016263332414981235,0.020738783525439564,-0.07815701664474775,1
233601,2.126865395117232,0.3242773723698158,0.38212891601752963,0.3001439698020296,0.543515064448497,-0.10266798209446816,15
233750,1.1974309996747372,-0.029167831949734824,-0.024415931039737604,-0.021155235301631103,-0.05585173588890391,-0.08883672702248514,-1
235409,2.1796592200344103,0.14097813778263912,0.1805435880013997,0.28978904673621875,0.27200274944549463,0.093372624491167,8
236551,1.15514766626071,-0.1221502696324559,-0.1729754204637437,-0.23258000802600898,-0.22479577611373802,-0.24438879480068604,-12
239922,1.3909581476837851,0.07710748909137544,0.16065662232328703,0.27450755185937603,0.1652711174784256,0.14103211818735245,8
240413,1.3850877556833547,-0.16538119203894808,-0.261309347390271,-0.3742442215237809,-0.32140909142696694,-0.44685356230123724,-14
240766,1.4254888091085791,0.0025732465033718732,0.032244841498292764,0.053367363114298794,0.022609104598239504,0.03285764694246465,2
242366,1.2445532382226046,-0.05658783400544953,-0.11616747033848784,-0.2128990635350796,-0.1268016327829662,-0.2580093111352782,-6
244262,2.234541369670062,0.19822037047524743,0.33486348665077736,0.5955484573288361,0.43002233762453024,0.393176364915799,12
244384,1.182205764438772,-0.04925468427830415,-0.05943148177639168,-0.07510370685120749,-0.0920163367938891,-0.12966967925404604,-4
246402,1.1425533466635185,0.04975960015039527,0.10028352875878466,0.14506075623674053,0.11755306128467202,0.121866347644128,7
246483,1.2991588153523523,-0.10010318965787524,-0.13837685053794568,-0.17099681663832667,-0.1913789872386733,-0.17075611983465994,-7
246898,1.3419885163073202,-0.07935000080446653,-0.1146524896233978,-0.168662043636574,-0.13964693068863143,-0.19947055753361714,-6
247934,1.4150929729070307,0.10707497973049951,0.2126776034559923,0.34204745524875024,0.2435847859380591,0.2830145285420077,11
253236,1.4742209820433874,0.098724385647462,0.21360968716373696,0.3733962923631249,0.22033738900207478,0.23921613156870666,10
254218,1.5276748324044516,-0.1413469893580761,-0.23393693348013245,-0.3183466048161403,-0.28015566173923623,-0.41523505951309236,-12
254978,1.9881031672568945,0.312180736776664,0.5565521780317473,0.8664468044828755,0.6850630095156613,0.8563800532781844,21
255850,1.3509329396576788,-0.004163978222157638,0.02247002190974201,0.046659772117706,0.006678586101701578,0.03380538585252968,1
257740,1.5167745037543756,-0.05174876983228871,-0.0987609269847185,-0.15253169011376744,-0.11307719623563273,-0.18707524482370183,-3
260230,1.1740397484881429,0.08343143095731076,0.14884658279257357,0.23680578969176458,0.16745975743808872,0.0585011252519021,10
261588,1.3252611493387212,-0.0914311227540523,-0.13862611414400283,-0.19220421732805537,-0.185374762051985,-0.2727051548245501,-9
262232,1.8339716903204348,0.18471833601026488,0.24771453393627207,0.21719658451349333,0.3310316401422384,0.04166556729330667,11
262686,1.5004108722726592,0.16127217773642344,0.29952765347834664,0.4448598034115647,0.34024125301662855,0.33538468309800573,15
266218,2.0726856086578476,0.09963358728364069,0.17762346649350835,0.26473292827885997,0.23800668423525373,0.18502821190744656,7
275021,1.539879686620348,-0.12287010929673658,-0.19458233429051464,-0.2792986495711629,-0.22865425853911314,-0.3342852694595082,-8
276894,1.0232942556140288,0.02057601017674937,0.04163073218418467,0.035497406421930444,0.04627964655163308,0.004617159305161558,3
278287,1.1657833599308198,0.019197122467475625,0.058353234537695586,0.08413623942001713,0.044438950003708566,0.0061695660625366855,3
278614,1.3457711827765797,-0.09373216873663859,-0.13131116620723526,-0.1692365732211245,-0.16648817349490175,-0.16134138285639227,-6
279477,1.6913826257865208,-0.02926641620962922,-0.0633070114466423,-0.10164224064100513,-0.05809201202345049,-0.172133650987271,-1
279879,1.938567981434769,0.02574152112931638,0.050319590437050365,0.058699036669989546,0.07810223278640027,0.0412032162045404,3
280844,1.8835097416377287,0.13123713373518564,0.1730907437547491,0.11591967873158326,0.24867154847079442,0.030145740064408427,8
284494,1.3521692454511325,0.02952104860199567,0.057458616032603604,0.054690051459159505,0.058596941635912225,-0.02572307653825981,4
291005,1.4438653943258597,-0.08419250674120482,-0.1081320054650805,-0.16023532804470397,-0.15540908503152995,-0.20387670765266624,-7
296139,1.681270907182883,0.16648290799065046,0.18539964047408386,0.06139208929676032,0.2718222664842178,-0.06879281481026514,10
297897,1.5936907489981946,0.07416277165734542,0.15100549112473627,0.24283202990803066,0.17448348008393033,0.19872995910626007,7
298102,1.8741281107050947,0.20922906975036515,0.260415704201014,0.17635031162332115,0.35657345289953124,-0.0099203037800078,12
300752,1.7083744074232732,0.22463248660255086,0.3790191092376143,0.534538991064119,0.4526395988381562,0.35997519330712574,16
301288,1.266575180804839,-0.06369938890193483,-0.07282656595912562,-0.08712031424018374,-0.1148445696041458,-0.11177885758145492,-4
303329,1.591029179041704,-0.07713982870914471,-0.10322403575755179,-0.14247591903356893,-0.1513999561716015,-0.2252053600216967,-4
305986,1.4092329527446248,-0.025179406247822556,-0.05081387499148615,-0.09389844344507692,-0.048206079597837626,-0.1910263299778955,-2
307383,1.1729162397189588,-0.105183281502921,-0.15800770903719386,-0.18657653147154563,-0.21537980079945263,-0.22363117316171865,-14
307472,1.119753790476306,-0.0005559960049732471,0.01308696647849894,0.02151796601860112,0.0055975957340062,-0.006451626758605389,1
307521,1.2780621460950021,0.16472598958509166,0.2784897107222626,0.39382466213818956,0.33892761577129105,0.2983297617713368,16
307587,1.424694159712277,0.024197821971675415,0.04471696103916112,0.019172742912237917,0.04280750249971277,-0.04901351138578777,3
309316,2.209646519386306,0.2115688047512867,0.11691295380126432,-0.05580605252614079,0.30432668401576457,-0.290078831532638,8
309355,1.6193870323699917,-0.05403117238120392,-0.04991936836543376,-0.056597073064200476,-0.0868449715052757,-0.07495885478547563,-3
309465,2.4102192296485447,0.10801853072882395,0.1360961149342761,0.1421023497127063,0.19801476284424435,0.03694499266116874,5
309961,2.164277260233247,0.10981092973240125,0.18100773883929344,0.23731655487006886,0.22954346828383798,0.1066552771724161,7
312048,1.6975257683472542,-0.1329669653824157,-0.1974705509145469,-0.269248410568909,-0.2513345303689636,-0.3161161962661782,-8
313244,1.7858624800096417,-0.04788535705542718,-0.08543079787750307,-0.11542132193956522,-0.08155831973713035,-0.21573526054249131,-2
313903,1.0138360713713412,-0.059232632557698284,-0.08041777628562574,-0.10695022233446061,-0.10561511932628587,-0.11054750706761662,-7
315289,1.3992970247800527,-0.1109132514344986,-0.16136674755890001,-0.22678497033047407,-0.21038407608334686,-0.3547444111698899,-9
315699,1.5088991681115107,0.005960190829337408,0.0032134641514529605,-0.022308753834878514,0.0046340547875463045,-0.18927784187594993,1
315864,1.696034699633312,0.17712554025810623,0.24031343128976457,0.18891089617775125,0.3106896036929607,0.0008949684239477063,12
320216,0.9486196451721073,0.003611229192946208,0.009604989597793323,-0.0183144680033146,-0.002069123995464106,-0.08823669764129563,1
322372,1.5713044260240658,-0.01274470611163081,-0.004018707757721174,-0.03985240296845083,-0.019935775995535865,-0.13176900949101966,0
324173,1.9367942940121,0.3388252578283506,0.5806444038014571,0.8295493149007322,0.6905213452230581,0.6318044342920544,22
326858,1.484358757168489,-0.05846398395815222,-0.0742206866264652,-0.10990494060486045,-0.10285549956867701,-0.1983550138759102,-4
327410,1.7168096838812401,0.09867969233588814,0.19943740081123096,0.33677107618207813,0.2265620946743705,0.2342615696796636,9
330003,1.7064943366927798,0.020420830884024577,-0.059755328265535645,-0.16860350479541109,-0.010024001064762311,-0.27470521214454696,1
331502,1.330637236407211,-0.023874430084241505,-0.020912157357666716,-0.025001454730773087,-0.040521352901232044,-0.07993773699176021,-1
339675,1.8533668841416144,0.24820340876178504,0.37104971107228923,0.4272864547716879,0.47588790439902295,0.23774591239589088,15
341326,1.7849783050944659,0.2600027821295199,0.4217592907754275,0.5561331428620191,0.5151644409755232,0.3412130219865672,17
341987,1.2873883803935309,-0.1584787585192431,-0.23256094039871722,-0.33129095606942527,-0.3016069821840299,-0.3607162484628909,-15
342608,1.8595256074205162,-0.04669347515117517,-0.16963349783397685,-0.31510322934438517,-0.13119103793843223,-0.41623349544680854,-3
345953,1.6021347539328017,0.05193126413614668,0.06613158363477911,0.00952856125978685,0.08640229037079306,-0.08050190841999062,4
346657,1.3391098558689762,-0.07414994571051281,-0.08928555419626028,-0.12426202304635403,-0.1320988313755318,-0.19067343923417449,-6
347398,1.4859410226056946,0.027758276613592203,0.05100278436343464,0.08818628200593959,0.0696736482751894,0.059082856614264004,4
348444,1.3723632170194096,0.05340804872548066,0.0904424191274662,0.1013551733112874,0.10033539373113287,-0.02117557355794905,5
352459,1.2767521456037634,-0.03327921096244468,-0.06092024674203067,-0.07582493790802913,-0.07605509535156796,-0.16744330659671863,-2
352962,1.7408527019011544,-0.1309121623243179,-0.23758750235760395,-0.36111059610843754,-0.276590840595788,-0.45252362679058294,-10
354343,1.305023765715145,-0.09684343692591435,-0.15725317288372365,-0.22152693237841747,-0.1796377843604433,-0.27780144262726814,-9
364873,2.1272541377707235,0.11318726533516976,0.23552466987048426,0.41798895349406173,0.2716810627805426,0.3461029498546143,8
366862,2.115374468969258,0.12754362263917063,0.21446179473297589,0.3137559433030406,0.27422006571144,0.1721161803696965,8
367984,1.5183288725058377,0.09582473372850142,0.18440903303478606,0.3069823766944588,0.21084423374985017,0.20906867851425687,9
370336,1.231966860882665,-0.10736909739841849,-0.14090938619745663,-0.18544206664491236,-0.20351664182561935,-0.20415871719536854,-9
371076,1.549246920624173,0.05055822000823307,0.1083134925081164,0.21214918840743957,0.1310847990864663,0.15365670611292664,6
374094,1.6166310936522201,-0.07113638388333365,-0.09956643376954366,-0.14739008732365888,-0.13019241514848612,-0.19035780916332523,-4
375769,1.4521030832265736,-0.007339087008362721,0.02214148775939151,0.044959849892022286,0.001415857831911227,-0.044409051313156075,1
377374,1.2399955485746548,0.03897265140916906,0.08316692090644517,0.10946795390798081,0.08186076300097622,0.00041637128923463496,5
378603,1.3149036732099773,0.005465508473759595,0.04696854198879841,0.10015166249997698,0.03150517312032797,0.08460940097909188,2
383449,1.648375133956781,-0.016829643003104966,-0.022377271075822547,-0.011365126984635099,-0.02535568561449497,-0.10246031290747828,0
384759,1.3850489429498731,-0.17117891518879502,-0.24436971685023634,-0.335858820277418,-0.32057733738475114,-0.3834280409911701,-14
388570,1.7935079611470144,-0.07840858091879377,-0.09757029005051132,-0.10659116779386757,-0.14441786133019763,-0.20461376175317,-4
394288,1.027721004990239,-0.028474098110264023,-0.010253129999189259,0.012837828127243878,-0.05167424297755763,-0.05185774911299969,-2
399096,1.4678410824508532,0.05064182136016826,0.07494477887979478,0.03450749843221468,0.10223125997560434,0.00795482947838086,5
404464,1.7661083881102795,0.082377816764998,0.1521120819561519,0.2685885213069703,0.17731755018108775,0.1540216491219833,7
409278,1.6174381870412595,0.03227086571402937,0.05886732436755682,0.09716523931038856,0.06899688547376259,-0.08643178517690814,3
409477,1.7152202037648427,0.07935327984358365,0.14393155699462934,0.1831578967449683,0.17513619311043804,0.11394675094086529,7
410355,2.3851077626065917,0.10850780125343418,0.1251190862844811,0.1935085841383941,0.21186513288015663,-0.020631559337612404,6
412037,1.8138766385440455,-0.029869651570238798,-0.06641489017954516,-0.10408908181233834,-0.06935863426637101,-0.19049523630866727,-1
