,tcre,zec50,zec100
1234,1.0960104530380388,-0.016637276825616665,-0.050541780864140406
2451,1.182409437651162,-0.0046427261450006085,-0.04213117623071394
5859,1.860695612055266,-0.08328212740261098,-0.1296907380588801
5883,1.074493665982129,-0.09593721355916651,-0.12084162337345028
14573,1.532779104775897,-0.01985782222052812,-0.006265289782808381
15405,1.1762320010098717,0.008157192866995233,0.041249032265680885
16333,1.5905185788473055,-0.06335025685277684,-0.10960522310183163
17442,1.4695654693283287,-0.142295172528357,-0.2158416831801333
18747,1.256349240337547,0.019390358456504053,0.0040389223364656335
18920,1.5404976708521336,-0.08517114540196213,-0.15745580655242386
19334,1.2016480550866586,-0.13958753761167486,-0.17024371688905515
20672,1.2800770047963401,-0.12774067651712406,-0.16269143315825385
22035,1.1656006262122476,0.04154574870924388,0.06413250295145878
22820,1.6278571173824963,0.14049642371099358,0.180387587642046
23791,1.5891167043560703,-0.2918504311886456,-0.46494263765282384
24718,1.878667432520228,0.08640994933017576,0.1704182170170354
25718,1.1449147923446479,-0.06584594399206911,-0.0641204543889109
25940,1.5370778695267653,-0.0919763097821149,-0.10727334292664503
26795,1.4566377479331905,-0.08956072225426204,-0.14146044210369757
27777,1.8621352669933986,0.21958930171861146,0.30251303578505206
31415,1.0414109264434541,-0.01716315643697186,-0.03838273514906709
31838,1.3444726436015306,-0.18653776913525388,-0.3295826264665547
32253,1.1944662163320987,-0.07050521111637331,-0.08662837014062696
36982,1.7583682507765117,0.027721229899100752,0.11203421063327013
38028,1.484327789685952,-0.05886808460504489,-0.049799057341913366
38322,1.4433377527555866,-0.24963647093517127,-0.4373843504848751
38775,1.4296091983497927,-0.10441257117127511,-0.13317879213358808
38827,1.5141447691720213,-0.05788363571247035,-0.08277287088383556
42880,1.6974104961327916,-0.19878232615161773,-0.3352460582540213
44244,1.6204964203518224,-0.18690421397736978,-0.3681554482065148
44403,1.1720361426416293,-0.06755763244420043,-0.08130527253631215
46428,1.383730446708019,-0.11714595542019679,-0.13091514059551068
47306,1.0589897837080786,-0.08798254435602249,-0.10846035961273326
53259,1.4715267496346858,-0.1631049509802147,-0.19786831818628192
53461,1.4876898252935213,0.251529036536313,0.4254962804247664
55352,1.259731757407148,0.0010968107597495447,-0.037535701542869004
57778,1.3579470374952063,0.25765258627931376,0.3303048992236064
68803,1.1034365992175197,-0.03622577981413766,-0.0325459221639961
71688,2.1180959018249332,-0.1143450909091901,-0.1804915408942167
72773,1.113113876018454,-0.030083916306385294,-0.017701195991490115
72836,1.5896701371195743,-0.1831760227879795,-0.2579729903415464
73150,1.600400766850257,-0.20412090466863098,-0.28345526700564827
79138,1.5895514177746195,0.16218343205853092,0.11583037594666479
80252,1.9979157435726944,-0.1104676593756293,-0.23216365221440172
83061,1.364744867450477,-0.27633127281430037,-0.3935267166843749
84647,1.456420084045126,0.016818815908880236,-0.0812276255776696
86031,1.3700950108064138,-0.20092983615972182,-0.2819967759875919
86763,1.708378738971248,-0.036426698050651796,-0.07886402832841166
91384,2.0016495691263114,-0.0861792793129541,-0.15703082608455343
91522,1.7501808653890985,-0.37421886377179225,-0.5048836755527912
91628,1.6883168825302175,0.01811262227230226,0.07379859235448571
95243,1.245309432651308,0.0037257328973803183,0.0320900311482033
102344,1.4681988003433524,0.09356070647139059,0.022548557444469042
102652,1.4322522318676791,-0.09209802355591212,-0.17158788281162063
103652,1.5089092929842463,-0.1503307312223754,-0.23363629358265503
103919,1.6045858125988894,0.026934289092808372,0.04482361056979922
106704,1.6438960280365158,-0.1456265795610634,-0.16341214183521324
107269,1.1809472015003066,-0.141825390324525,-0.16956271887002128
108647,1.7672129409715516,-0.11485130825753576,-0.14446849661902839
109117,1.582017854623155,0.026313810000106574,0.07575576117525173
111697,2.000630361494501,0.3278456319759582,0.41786251187739687
113192,1.207889027212807,0.04135758249850752,0.10571655189592488
115603,1.418373129470753,-0.2019228849391721,-0.2835528661435105
116740,1.5736487371645789,-0.11650491822263698,-0.22120522150987676
117148,1.2531567454283654,-0.10666819332490562,-0.1329898612168512
117225,1.7560136702483375,0.030675948794582686,0.0391850258691282
118218,1.4691594335832099,0.1200437859716974,0.22879186098198923
119893,1.713580430135596,-0.08476198456366024,-0.13230115071844684
123225,1.4893346189493568,-0.14103083913832526,-0.21229817344337
124025,1.3325698917765565,-0.12705217538229308,-0.17004028085295997
124466,1.5395031030596642,0.0012159996768899006,0.009074217458362677
128230,1.6617947305498517,-0.16940497085665673,-0.27994617937697686
132602,1.2813645659752828,-0.16356901391055834,-0.21417855661583962
133229,1.793232621808223,0.19641783494501608,0.3372126186478832
137127,1.633183570793005,-0.03321921115992699,-0.0962350638227496
137713,1.3891706391302514,-0.040214601518038684,-0.03080652986211474
141406,1.4974725797321413,0.37434986296836414,0.6466292099992696
144110,1.6975504374998622,-0.20651016188674998,-0.30816518948871763
144788,1.5772995748749805,-0.07187328574418084,-0.07038120629439626
145278,1.2213290623477504,-0.015230796716453776,0.016653582723483717
148007,1.0975187835688802,-0.05218464665251599,-0.07085912380576653
150955,1.7925295252483948,-0.13606860202182247,-0.15049857961638757
154280,1.5834642875623521,-0.13070652053937204,-0.12926924162648845
157705,1.6139856078806498,0.09465331898630058,0.14906522898266727
157966,1.7830670398258355,0.08077037974636081,-0.046686198129041845
161451,1.5001311807638968,0.25477188277107254,0.45418697306593936
161815,1.9171589370116369,0.08849257340343852,0.02503992263488186
162510,1.726359258877734,0.05630794285485208,0.16725759677067065
163461,1.7129005976292389,0.053792106286433716,0.10219957019928105
168997,1.7851994673897917,-0.13318255616208918,-0.26358915779175796
169900,2.0974442126077135,0.2755707298280048,0.41615141802724454
170534,0.9317089376256887,-0.03634026151290615,-0.03147923470952374
